loss,val_loss
0.3003619611263275,0.2648105025291443
0.2655791938304901,0.26328879594802856
0.2625349760055542,0.2624860405921936
0.26148390769958496,0.26174601912498474
0.2607181668281555,0.2620159089565277
0.26024556159973145,0.26196473836898804
0.25964537262916565,0.2613790035247803
0.25939542055130005,0.26117178797721863
0.2591577172279358,0.26196834444999695
0.25890806317329407,0.26137009263038635
0.25869667530059814,0.2613110840320587
0.2585408389568329,0.261515349149704
0.2580833435058594,0.26158908009529114
0.25779008865356445,0.2609347701072693
0.2576232850551605,0.2608548402786255
0.25737157464027405,0.2611173391342163
0.2576429545879364,0.2610827088356018
0.2572675049304962,0.2614646255970001
0.2569690942764282,0.26159676909446716
0.25687041878700256,0.26126015186309814
0.256580650806427,0.2620960772037506
0.2564726173877716,0.2619995176792145
0.2564515173435211,0.2614955008029938
0.2563588321208954,0.26098015904426575
0.2559562921524048,0.2611704468727112
