loss,val_loss
0.7206295132637024,0.6756272912025452
0.6927772164344788,0.6558632850646973
0.6877546906471252,0.6376218795776367
0.6661140322685242,0.6221054792404175
0.6427792310714722,0.6036819219589233
0.6407038569450378,0.5834668278694153
0.6146067976951599,0.560241162776947
0.6009979844093323,0.5355557203292847
0.5927948951721191,0.5172687768936157
0.576686441898346,0.4981503486633301
0.5301597118377686,0.4725120961666107
0.526515543460846,0.44520580768585205
0.5094766616821289,0.42070072889328003
0.484981507062912,0.3994467854499817
0.4852696657180786,0.3816804587841034
0.4758577048778534,0.3692174553871155
0.45014047622680664,0.3565059304237366
0.4523271918296814,0.3412986099720001
0.4248669743537903,0.32731741666793823
0.40416377782821655,0.30793797969818115
0.3909894526004791,0.2916121482849121
0.40713465213775635,0.28148767352104187
0.3699854910373688,0.27183398604393005
0.3573054075241089,0.25775814056396484
0.35098281502723694,0.25032055377960205
0.3232834041118622,0.2355203777551651
0.34030386805534363,0.22983390092849731
0.3145101070404053,0.21979838609695435
0.33114463090896606,0.21639107167720795
0.28839585185050964,0.2062932699918747
0.301486611366272,0.1991225779056549
0.30239132046699524,0.1926945596933365
0.3027796447277069,0.19208413362503052
0.29040104150772095,0.18397307395935059
0.2790266275405884,0.181447833776474
0.2673429250717163,0.18147709965705872
0.27803725004196167,0.17368391156196594
0.27449825406074524,0.16770827770233154
0.1984015852212906,0.16085872054100037
0.23797768354415894,0.15467222034931183
0.2647308111190796,0.15498757362365723
0.24356871843338013,0.15073014795780182
0.2534533143043518,0.14881832897663116
0.26279217004776,0.14732703566551208
0.2298748791217804,0.1437014639377594
0.23354221880435944,0.13968154788017273
0.25033798813819885,0.13686515390872955
0.2398589551448822,0.1367848813533783
0.22301949560642242,0.13077086210250854
0.22095319628715515,0.12743622064590454
0.2180219292640686,0.12410242855548859
0.22313138842582703,0.12155118584632874
0.19778889417648315,0.11846072971820831
0.22797375917434692,0.11942697316408157
0.18138734996318817,0.11457757651805878
0.2000710368156433,0.10819337517023087
0.21324670314788818,0.10628616809844971
0.21578343212604523,0.10656546801328659
0.21520327031612396,0.10533594340085983
0.2021181583404541,0.1026591882109642
0.17927893996238708,0.10309639573097229
0.1716773957014084,0.09909483790397644
0.17130587995052338,0.09741710126399994
0.17706020176410675,0.1019635796546936
0.19302672147750854,0.09507041424512863
0.1951158344745636,0.09521843492984772
0.18716426193714142,0.09504895657300949
0.1549920290708542,0.09411831945180893
0.18476925790309906,0.09344179928302765
0.16481520235538483,0.09172912687063217
0.1530568152666092,0.09117518365383148
0.18868784606456757,0.09120912849903107
0.18572670221328735,0.09152628481388092
0.14510473608970642,0.087989442050457
0.18253594636917114,0.08398251980543137
0.18211686611175537,0.08336145430803299
0.1556071788072586,0.08089951425790787
0.18455570936203003,0.0806654766201973
0.16065353155136108,0.07882455736398697
0.15926435589790344,0.07860974967479706
0.15242573618888855,0.07574056088924408
0.16077715158462524,0.07640548795461655
0.13607044517993927,0.07650873810052872
0.1447102129459381,0.07629062980413437
0.14042893052101135,0.07359541207551956
0.15549123287200928,0.07640962302684784
0.1522219181060791,0.07152217626571655
0.14177370071411133,0.07083259522914886
0.13806778192520142,0.06986766308546066
0.14470036327838898,0.06904172152280807
0.12420860677957535,0.06845922768115997
0.12586936354637146,0.06866108626127243
0.15557989478111267,0.0661977007985115
0.12446446716785431,0.0630866289138794
0.12360114604234695,0.06333859264850616
0.1318444460630417,0.06400182843208313
0.12638059258460999,0.06546079367399216
0.12369874119758606,0.059572722762823105
0.1463450789451599,0.06101725995540619
0.13968031108379364,0.06005784124135971
0.13023948669433594,0.07023413479328156
0.13366706669330597,0.061965495347976685
0.11568821221590042,0.05917224660515785
0.11716120690107346,0.060573432594537735
0.12244359403848648,0.05896405875682831
0.12034006416797638,0.05948597192764282
0.12522107362747192,0.061098627746105194
0.11970195919275284,0.06036130338907242
0.10874823480844498,0.06336738914251328
0.11108732968568802,0.060302089899778366
0.11922404915094376,0.05919458344578743
0.11528787761926651,0.05710471421480179
0.10923192650079727,0.05902329832315445
0.11301706731319427,0.055917877703905106
0.09599187970161438,0.05405169352889061
0.0964440107345581,0.05395837873220444
0.08932250738143921,0.05403247848153114
0.11819030344486237,0.059744175523519516
0.0957772359251976,0.05271002650260925
0.12647810578346252,0.055696211755275726
0.10224669426679611,0.054484643042087555
0.12265050411224365,0.05610373616218567
0.09937196969985962,0.05336255207657814
0.10410387068986893,0.05129168927669525
0.0975923091173172,0.05191502720117569
0.08692201226949692,0.054204221814870834
0.1010589599609375,0.0522773414850235
0.11532112210988998,0.05324707552790642
0.09807228296995163,0.05432432144880295
0.10475868731737137,0.05608924850821495
0.10505522787570953,0.05231710150837898
0.12057585269212723,0.05163202062249184
0.08614692091941833,0.05175098031759262
0.0932990238070488,0.05798204243183136
0.08575493842363358,0.05104294791817665
0.09593582898378372,0.050535399466753006
0.10632307082414627,0.05419087037444115
0.08963869512081146,0.04970759525895119
0.11107253283262253,0.05057016387581825
0.09054256975650787,0.057244520634412766
0.09186304360628128,0.05030142888426781
0.10848932713270187,0.05102716013789177
0.08755571395158768,0.05111309140920639
0.0935203954577446,0.05305681377649307
0.09156622737646103,0.05045749247074127
0.08572781085968018,0.05093991011381149
0.09692231565713882,0.056875359266996384
0.09810580313205719,0.05049007385969162
0.09307438880205154,0.052080459892749786
0.07727090269327164,0.04911350831389427
0.0819421038031578,0.04747047647833824
0.08214876800775528,0.04883590713143349
0.08816313743591309,0.055011849850416183
0.10530535131692886,0.049056582152843475
0.11074106395244598,0.05398574844002724
0.08734903484582901,0.048572760075330734
0.07519631087779999,0.049152668565511703
0.08877790719270706,0.04935034364461899
0.09427951276302338,0.04744650050997734
0.0786670371890068,0.05017706751823425
0.08663873374462128,0.04635040462017059
0.08197429776191711,0.046210795640945435
0.08709545433521271,0.048983823508024216
0.09295792132616043,0.06335008889436722
0.08136652410030365,0.049776073545217514
0.08721673488616943,0.04681437090039253
0.08612563461065292,0.04527393728494644
0.08128786087036133,0.04873315989971161
0.08107554912567139,0.05078953877091408
0.06932924687862396,0.04959086701273918
0.09747910499572754,0.047360051423311234
0.09494040906429291,0.05021887645125389
0.07780876010656357,0.05003665015101433
0.06913270056247711,0.047973647713661194
0.07357592135667801,0.04666215181350708
0.10098101198673248,0.053479645401239395
0.089562326669693,0.052638377994298935
0.06299562007188797,0.04548032581806183
0.08922509104013443,0.04536743834614754
0.08599565178155899,0.043987102806568146
0.06560978293418884,0.04207102209329605
0.08375053852796555,0.04202210158109665
0.0864742323756218,0.042904071509838104
0.07558077573776245,0.04644192382693291
0.07604025304317474,0.05689920112490654
0.08732793480157852,0.052155349403619766
0.08259861171245575,0.04475982114672661
0.06588888168334961,0.045359231531620026
0.07962720841169357,0.05324878171086311
0.0676538497209549,0.04615110158920288
0.07303310185670853,0.041524242609739304
0.06170206889510155,0.040948253124952316
0.07329531013965607,0.04764135926961899
0.0848546251654625,0.051520202308893204
0.08007454127073288,0.04680686444044113
0.07447542250156403,0.055224765092134476
0.06650465726852417,0.0485689640045166
0.08708631247282028,0.04750530794262886
0.06415219604969025,0.042233314365148544
0.07348106801509857,0.04506819695234299
0.0844450443983078,0.050530072301626205
0.0674949586391449,0.056555766612291336
0.08217938989400864,0.051042262464761734
0.06224055960774422,0.04702368751168251
0.0841372013092041,0.04593926668167114
0.07239128649234772,0.05126609653234482
0.0721038356423378,0.04552379995584488
0.06885915249586105,0.04900357127189636
0.06952173262834549,0.049710050225257874
0.07252749055624008,0.05211465433239937
0.050226613879203796,0.046293217688798904
0.0767778679728508,0.046739451587200165
0.05649585276842117,0.0435766726732254
0.07426933944225311,0.04265107586979866
0.07554043084383011,0.04968418553471565
0.06518995016813278,0.051687005907297134
0.0716089978814125,0.05040418356657028
